date,state,number
2002/01/01 00:00:00,Distrito Federal,33
2003/01/01 00:00:00,Distrito Federal,17
2004/01/01 00:00:00,Distrito Federal,100
2005/01/01 00:00:00,Distrito Federal,23
2006/01/01 00:00:00,Distrito Federal,20
2007/01/01 00:00:00,Distrito Federal,73
2008/01/01 00:00:00,Distrito Federal,54
2009/01/01 00:00:00,Distrito Federal,5
2010/01/01 00:00:00,Distrito Federal,196
2011/01/01 00:00:00,Distrito Federal,133
2012/01/01 00:00:00,Distrito Federal,64
2013/01/01 00:00:00,Distrito Federal,31
2014/01/01 00:00:00,Distrito Federal,72
2015/01/01 00:00:00,Distrito Federal,76
2016/01/01 00:00:00,Distrito Federal,58
2017/01/01 00:00:00,Distrito Federal,122
1998/01/01 00:00:00,Distrito Federal,3
1999/01/01 00:00:00,Distrito Federal,8
2000/01/01 00:00:00,Distrito Federal,18
2001/01/01 00:00:00,Distrito Federal,0
2002/01/01 00:00:00,Distrito Federal,19
2003/01/01 00:00:00,Distrito Federal,12
2004/01/01 00:00:00,Distrito Federal,18
2005/01/01 00:00:00,Distrito Federal,18
2006/01/01 00:00:00,Distrito Federal,1
2007/01/01 00:00:00,Distrito Federal,13
2008/01/01 00:00:00,Distrito Federal,6
2009/01/01 00:00:00,Distrito Federal,3
2010/01/01 00:00:00,Distrito Federal,6
2011/01/01 00:00:00,Distrito Federal,0
2012/01/01 00:00:00,Distrito Federal,15
2013/01/01 00:00:00,Distrito Federal,3
2014/01/01 00:00:00,Distrito Federal,34
2015/01/01 00:00:00,Distrito Federal,21
2016/01/01 00:00:00,Distrito Federal,9
2017/01/01 00:00:00,Distrito Federal,66
1998/01/01 00:00:00,Distrito Federal,0
1999/01/01 00:00:00,Distrito Federal,1
2000/01/01 00:00:00,Distrito Federal,0
2001/01/01 00:00:00,Distrito Federal,0
2002/01/01 00:00:00,Distrito Federal,1
2003/01/01 00:00:00,Distrito Federal,0
2004/01/01 00:00:00,Distrito Federal,0
2005/01/01 00:00:00,Distrito Federal,2
2006/01/01 00:00:00,Distrito Federal,0
2007/01/01 00:00:00,Distrito Federal,0
2008/01/01 00:00:00,Distrito Federal,4
2009/01/01 00:00:00,Distrito Federal,0
2010/01/01 00:00:00,Distrito Federal,0
2011/01/01 00:00:00,Distrito Federal,1
2012/01/01 00:00:00,Distrito Federal,0
2013/01/01 00:00:00,Distrito Federal,0
2014/01/01 00:00:00,Distrito Federal,0
2015/01/01 00:00:00,Distrito Federal,3
2016/01/01 00:00:00,Distrito Federal,1
2017/01/01 00:00:00,Distrito Federal,0
1998/01/01 00:00:00,Distrito Federal,0
1999/01/01 00:00:00,Distrito Federal,0
2000/01/01 00:00:00,Distrito Federal,0
2001/01/01 00:00:00,Distrito Federal,1
2002/01/01 00:00:00,Distrito Federal,1
2003/01/01 00:00:00,Distrito Federal,0
2004/01/01 00:00:00,Distrito Federal,0
2005/01/01 00:00:00,Distrito Federal,0
2006/01/01 00:00:00,Distrito Federal,0
2007/01/01 00:00:00,Distrito Federal,0
2008/01/01 00:00:00,Distrito Federal,0
2009/01/01 00:00:00,Distrito Federal,0
2010/01/01 00:00:00,Distrito Federal,1
2011/01/01 00:00:00,Distrito Federal,0
2012/01/01 00:00:00,Distrito Federal,0
2013/01/01 00:00:00,Distrito Federal,2
2014/01/01 00:00:00,Distrito Federal,0
2015/01/01 00:00:00,Distrito Federal,0
2016/01/01 00:00:00,Distrito Federal,0
1998/01/01 00:00:00,Espírito Santo,0
1999/01/01 00:00:00,Espírito Santo,33
2000/01/01 00:00:00,Espírito Santo,5
2001/01/01 00:00:00,Espírito Santo,1
2002/01/01 00:00:00,Espírito Santo,2
2003/01/01 00:00:00,Espírito Santo,4
2004/01/01 00:00:00,Espírito Santo,1
2005/01/01 00:00:00,Espírito Santo,4
2006/01/01 00:00:00,Espírito Santo,13
2007/01/01 00:00:00,Espírito Santo,0
2008/01/01 00:00:00,Espírito Santo,12
2009/01/01 00:00:00,Espírito Santo,4
2010/01/01 00:00:00,Espírito Santo,52
2011/01/01 00:00:00,Espírito Santo,3
2012/01/01 00:00:00,Espírito Santo,1
2013/01/01 00:00:00,Espírito Santo,10
2014/01/01 00:00:00,Espírito Santo,11
2015/01/01 00:00:00,Espírito Santo,76
2016/01/01 00:00:00,Espírito Santo,43
2017/01/01 00:00:00,Espírito Santo,13
1998/01/01 00:00:00,Espírito Santo,0
1999/01/01 00:00:00,Espírito Santo,10
2000/01/01 00:00:00,Espírito Santo,5
2001/01/01 00:00:00,Espírito Santo,5
2002/01/01 00:00:00,Espírito Santo,4
2003/01/01 00:00:00,Espírito Santo,11
2004/01/01 00:00:00,Espírito Santo,5
2005/01/01 00:00:00,Espírito Santo,1
2006/01/01 00:00:00,Espírito Santo,45
2007/01/01 00:00:00,Espírito Santo,3
2008/01/01 00:00:00,Espírito Santo,20
2009/01/01 00:00:00,Espírito Santo,12
2010/01/01 00:00:00,Espírito Santo,15
2011/01/01 00:00:00,Espírito Santo,42
2012/01/01 00:00:00,Espírito Santo,25
2013/01/01 00:00:00,Espírito Santo,15
2014/01/01 00:00:00,Espírito Santo,17
2015/01/01 00:00:00,Espírito Santo,60
2016/01/01 00:00:00,Espírito Santo,24
2017/01/01 00:00:00,Espírito Santo,8
1998/01/01 00:00:00,Espírito Santo,0
1999/01/01 00:00:00,Espírito Santo,8
2000/01/01 00:00:00,Espírito Santo,1
2001/01/01 00:00:00,Espírito Santo,2
2002/01/01 00:00:00,Espírito Santo,4
2003/01/01 00:00:00,Espírito Santo,28
2004/01/01 00:00:00,Espírito Santo,3
2005/01/01 00:00:00,Espírito Santo,3
2006/01/01 00:00:00,Espírito Santo,14
2007/01/01 00:00:00,Espírito Santo,9
2008/01/01 00:00:00,Espírito Santo,5
2009/01/01 00:00:00,Espírito Santo,11
2010/01/01 00:00:00,Espírito Santo,3
2011/01/01 00:00:00,Espírito Santo,5
2012/01/01 00:00:00,Espírito Santo,35
2013/01/01 00:00:00,Espírito Santo,13
2014/01/01 00:00:00,Espírito Santo,15
2015/01/01 00:00:00,Espírito Santo,25
2016/01/01 00:00:00,Espírito Santo,107
2017/01/01 00:00:00,Espírito Santo,9
1998/01/01 00:00:00,Espírito Santo,0
1999/01/01 00:00:00,Espírito Santo,2
2000/01/01 00:00:00,Espírito Santo,3
2001/01/01 00:00:00,Espírito Santo,2
2002/01/01 00:00:00,Espírito Santo,2
2003/01/01 00:00:00,Espírito Santo,22
2004/01/01 00:00:00,Espírito Santo,0
2005/01/01 00:00:00,Espírito Santo,4
2006/01/01 00:00:00,Espírito Santo,1
2007/01/01 00:00:00,Espírito Santo,2
2008/01/01 00:00:00,Espírito Santo,8
2009/01/01 00:00:00,Espírito Santo,8
2010/01/01 00:00:00,Espírito Santo,7
2011/01/01 00:00:00,Espírito Santo,3
2012/01/01 00:00:00,Espírito Santo,74
2013/01/01 00:00:00,Espírito Santo,16
2014/01/01 00:00:00,Espírito Santo,15
2015/01/01 00:00:00,Espírito Santo,33
2016/01/01 00:00:00,Espírito Santo,57
2017/01/01 00:00:00,Espírito Santo,7
1998/01/01 00:00:00,Espírito Santo,0
1999/01/01 00:00:00,Espírito Santo,16
2000/01/01 00:00:00,Espírito Santo,2
2001/01/01 00:00:00,Espírito Santo,8
2002/01/01 00:00:00,Espírito Santo,5
2003/01/01 00:00:00,Espírito Santo,1
2004/01/01 00:00:00,Espírito Santo,0
2005/01/01 00:00:00,Espírito Santo,5
2006/01/01 00:00:00,Espírito Santo,0
2007/01/01 00:00:00,Espírito Santo,1
2008/01/01 00:00:00,Espírito Santo,2
2009/01/01 00:00:00,Espírito Santo,7
2010/01/01 00:00:00,Espírito Santo,3
2011/01/01 00:00:00,Espírito Santo,2
2012/01/01 00:00:00,Espírito Santo,20
2013/01/01 00:00:00,Espírito Santo,14
2014/01/01 00:00:00,Espírito Santo,18
2015/01/01 00:00:00,Espírito Santo,17
2016/01/01 00:00:00,Espírito Santo,48
2017/01/01 00:00:00,Espírito Santo,10
1998/01/01 00:00:00,Espírito Santo,6
1999/01/01 00:00:00,Espírito Santo,6
2000/01/01 00:00:00,Espírito Santo,9
2001/01/01 00:00:00,Espírito Santo,9
2002/01/01 00:00:00,Espírito Santo,18
2003/01/01 00:00:00,Espírito Santo,19
2004/01/01 00:00:00,Espírito Santo,3
2005/01/01 00:00:00,Espírito Santo,8
2006/01/01 00:00:00,Espírito Santo,5
2007/01/01 00:00:00,Espírito Santo,4
2008/01/01 00:00:00,Espírito Santo,4
2009/01/01 00:00:00,Espírito Santo,12
2010/01/01 00:00:00,Espírito Santo,3
2011/01/01 00:00:00,Espírito Santo,7
2012/01/01 00:00:00,Espírito Santo,15
2013/01/01 00:00:00,Espírito Santo,22
2014/01/01 00:00:00,Espírito Santo,9
2015/01/01 00:00:00,Espírito Santo,18
2016/01/01 00:00:00,Espírito Santo,49
2017/01/01 00:00:00,Espírito Santo,37
1998/01/01 00:00:00,Espírito Santo,37
1999/01/01 00:00:00,Espírito Santo,9
2000/01/01 00:00:00,Espírito Santo,16
2001/01/01 00:00:00,Espírito Santo,12
2002/01/01 00:00:00,Espírito Santo,9
2003/01/01 00:00:00,Espírito Santo,27
2004/01/01 00:00:00,Espírito Santo,4
2005/01/01 00:00:00,Espírito Santo,9
2006/01/01 00:00:00,Espírito Santo,11
2007/01/01 00:00:00,Espírito Santo,13
2008/01/01 00:00:00,Espírito Santo,5
2009/01/01 00:00:00,Espírito Santo,25
2010/01/01 00:00:00,Espírito Santo,5
2011/01/01 00:00:00,Espírito Santo,18
2012/01/01 00:00:00,Espírito Santo,35
2013/01/01 00:00:00,Espírito Santo,20
2014/01/01 00:00:00,Espírito Santo,17
2015/01/01 00:00:00,Espírito Santo,30
2016/01/01 00:00:00,Espírito Santo,42
2017/01/01 00:00:00,Espírito Santo,3
1998/01/01 00:00:00,Espírito Santo,38
1999/01/01 00:00:00,Espírito Santo,60
2000/01/01 00:00:00,Espírito Santo,26
2001/01/01 00:00:00,Espírito Santo,30
2002/01/01 00:00:00,Espírito Santo,60
2003/01/01 00:00:00,Espírito Santo,118
2004/01/01 00:00:00,Espírito Santo,12
2005/01/01 00:00:00,Espírito Santo,12
2006/01/01 00:00:00,Espírito Santo,29
2007/01/01 00:00:00,Espírito Santo,82
2008/01/01 00:00:00,Espírito Santo,13
2009/01/01 00:00:00,Espírito Santo,17
2010/01/01 00:00:00,Espírito Santo,39
2011/01/01 00:00:00,Espírito Santo,93
2012/01/01 00:00:00,Espírito Santo,12
2013/01/01 00:00:00,Espírito Santo,53
2014/01/01 00:00:00,Espírito Santo,47
2015/01/01 00:00:00,Espírito Santo,35
2016/01/01 00:00:00,Espírito Santo,78
2017/01/01 00:00:00,Espírito Santo,30
1998/01/01 00:00:00,Espírito Santo,108
1999/01/01 00:00:00,Espírito Santo,64
2000/01/01 00:00:00,Espírito Santo,14
2001/01/01 00:00:00,Espírito Santo,38
2002/01/01 00:00:00,Espírito Santo,46
2003/01/01 00:00:00,Espírito Santo,252
2004/01/01 00:00:00,Espírito Santo,47
2005/01/01 00:00:00,Espírito Santo,8
2006/01/01 00:00:00,Espírito Santo,87
2007/01/01 00:00:00,Espírito Santo,63
2008/01/01 00:00:00,Espírito Santo,78
2009/01/01 00:00:00,Espírito Santo,57
2010/01/01 00:00:00,Espírito Santo,53
2011/01/01 00:00:00,Espírito Santo,108
2012/01/01 00:00:00,Espírito Santo,48
2013/01/01 00:00:00,Espírito Santo,30
2014/01/01 00:00:00,Espírito Santo,61
2015/01/01 00:00:00,Espírito Santo,228
2016/01/01 00:00:00,Espírito Santo,128
2017/01/01 00:00:00,Espírito Santo,58
1998/01/01 00:00:00,Espírito Santo,20
1999/01/01 00:00:00,Espírito Santo,23
2000/01/01 00:00:00,Espírito Santo,88
2001/01/01 00:00:00,Espírito Santo,19
2002/01/01 00:00:00,Espírito Santo,113
2003/01/01 00:00:00,Espírito Santo,159
2004/01/01 00:00:00,Espírito Santo,48
2005/01/01 00:00:00,Espírito Santo,62
2006/01/01 00:00:00,Espírito Santo,10
2007/01/01 00:00:00,Espírito Santo,79
2008/01/01 00:00:00,Espírito Santo,100
2009/01/01 00:00:00,Espírito Santo,13
2010/01/01 00:00:00,Espírito Santo,32
2011/01/01 00:00:00,Espírito Santo,38
2012/01/01 00:00:00,Espírito Santo,62
2013/01/01 00:00:00,Espírito Santo,37
2014/01/01 00:00:00,Espírito Santo,89
2015/01/01 00:00:00,Espírito Santo,307
2016/01/01 00:00:00,Espírito Santo,58
2017/01/01 00:00:00,Espírito Santo,56
1998/01/01 00:00:00,Espírito Santo,4
1999/01/01 00:00:00,Espírito Santo,9
2000/01/01 00:00:00,Espírito Santo,3
2001/01/01 00:00:00,Espírito Santo,3
2002/01/01 00:00:00,Espírito Santo,22
2003/01/01 00:00:00,Espírito Santo,49
2004/01/01 00:00:00,Espírito Santo,42
2005/01/01 00:00:00,Espírito Santo,0
2006/01/01 00:00:00,Espírito Santo,0
2007/01/01 00:00:00,Espírito Santo,112
2008/01/01 00:00:00,Espírito Santo,3
2009/01/01 00:00:00,Espírito Santo,18
2010/01/01 00:00:00,Espírito Santo,3
2011/01/01 00:00:00,Espírito Santo,6
2012/01/01 00:00:00,Espírito Santo,7
2013/01/01 00:00:00,Espírito Santo,11
2014/01/01 00:00:00,Espírito Santo,20
2015/01/01 00:00:00,Espírito Santo,141
2016/01/01 00:00:00,Espírito Santo,8
2017/01/01 00:00:00,Espírito Santo,3
1998/01/01 00:00:00,Espírito Santo,5
1999/01/01 00:00:00,Espírito Santo,0
2000/01/01 00:00:00,Espírito Santo,3
2001/01/01 00:00:00,Espírito Santo,1
2002/01/01 00:00:00,Espírito Santo,12
2003/01/01 00:00:00,Espírito Santo,18
2004/01/01 00:00:00,Espírito Santo,9
2005/01/01 00:00:00,Espírito Santo,5
2006/01/01 00:00:00,Espírito Santo,0
2007/01/01 00:00:00,Espírito Santo,14
2008/01/01 00:00:00,Espírito Santo,1
2009/01/01 00:00:00,Espírito Santo,32
2010/01/01 00:00:00,Espírito Santo,10
2011/01/01 00:00:00,Espírito Santo,1
2012/01/01 00:00:00,Espírito Santo,18
2013/01/01 00:00:00,Espírito Santo,9
2014/01/01 00:00:00,Espírito Santo,28
2015/01/01 00:00:00,Espírito Santo,61
2016/01/01 00:00:00,Espírito Santo,12
1998/01/01 00:00:00,Goiás,0
1999/01/01 00:00:00,Goiás,14
2000/01/01 00:00:00,Goiás,10
2001/01/01 00:00:00,Goiás,29
2002/01/01 00:00:00,Goiás,12
2003/01/01 00:00:00,Goiás,14
2004/01/01 00:00:00,Goiás,10
2005/01/01 00:00:00,Goiás,27
2006/01/01 00:00:00,Goiás,85
2007/01/01 00:00:00,Goiás,28
2008/01/01 00:00:00,Goiás,23
2009/01/01 00:00:00,Goiás,30
2010/01/01 00:00:00,Goiás,59
2011/01/01 00:00:00,Goiás,39
2012/01/01 00:00:00,Goiás,21
2013/01/01 00:00:00,Goiás,33
2014/01/01 00:00:00,Goiás,80
2015/01/01 00:00:00,Goiás,118
2016/01/01 00:00:00,Goiás,52
2017/01/01 00:00:00,Goiás,53
1998/01/01 00:00:00,Goiás,0
1999/01/01 00:00:00,Goiás,334
2000/01/01 00:00:00,Goiás,11
2001/01/01 00:00:00,Goiás,9
2002/01/01 00:00:00,Goiás,9
2003/01/01 00:00:00,Goiás,47
2004/01/01 00:00:00,Goiás,11
2005/01/01 00:00:00,Goiás,84
2006/01/01 00:00:00,Goiás,21
2007/01/01 00:00:00,Goiás,13
2008/01/01 00:00:00,Goiás,25
2009/01/01 00:00:00,Goiás,29
2010/01/01 00:00:00,Goiás,86
2011/01/01 00:00:00,Goiás,45
2012/01/01 00:00:00,Goiás,37
2013/01/01 00:00:00,Goiás,86
2014/01/01 00:00:00,Goiás,44
2015/01/01 00:00:00,Goiás,53
2016/01/01 00:00:00,Goiás,117
2017/01/01 00:00:00,Goiás,75
1998/01/01 00:00:00,Goiás,0
1999/01/01 00:00:00,Goiás,1
2000/01/01 00:00:00,Goiás,4
2001/01/01 00:00:00,Goiás,10
2002/01/01 00:00:00,Goiás,48
2003/01/01 00:00:00,Goiás,29
2004/01/01 00:00:00,Goiás,36
2005/01/01 00:00:00,Goiás,36
2006/01/01 00:00:00,Goiás,29
2007/01/01 00:00:00,Goiás,49
2008/01/01 00:00:00,Goiás,20
2009/01/01 00:00:00,Goiás,32
2010/01/01 00:00:00,Goiás,65
2011/01/01 00:00:00,Goiás,19
2012/01/01 00:00:00,Goiás,57
2013/01/01 00:00:00,Goiás,79
2014/01/01 00:00:00,Goiás,80
2015/01/01 00:00:00,Goiás,76
2016/01/01 00:00:00,Goiás,136
2017/01/01 00:00:00,Goiás,115
1998/01/01 00:00:00,Goiás,0
1999/01/01 00:00:00,Goiás,25
2000/01/01 00:00:00,Goiás,16
2001/01/01 00:00:00,Goiás,49
2002/01/01 00:00:00,Goiás,78
2003/01/01 00:00:00,Goiás,87
2004/01/01 00:00:00,Goiás,32
2005/01/01 00:00:00,Goiás,55
2006/01/01 00:00:00,Goiás,22
2007/01/01 00:00:00,Goiás,17
2008/01/01 00:00:00,Goiás,36
2009/01/01 00:00:00,Goiás,11
2010/01/01 00:00:00,Goiás,105
2011/01/01 00:00:00,Goiás,71
2012/01/01 00:00:00,Goiás,89
2013/01/01 00:00:00,Goiás,42
2014/01/01 00:00:00,Goiás,138
2015/01/01 00:00:00,Goiás,89
2016/01/01 00:00:00,Goiás,167
2017/01/01 00:00:00,Goiás,60
1998/01/01 00:00:00,Goiás,0
1999/01/01 00:00:00,Goiás,99
2000/01/01 00:00:00,Goiás,58
2001/01/01 00:00:00,Goiás,85
2002/01/01 00:00:00,Goiás,171
2003/01/01 00:00:00,Goiás,57
2004/01/01 00:00:00,Goiás,157
2005/01/01 00:00:00,Goiás,164
2006/01/01 00:00:00,Goiás,33
2007/01/01 00:00:00,Goiás,94
2008/01/01 00:00:00,Goiás,41
2009/01/01 00:00:00,Goiás,104
2010/01/01 00:00:00,Goiás,239
2011/01/01 00:00:00,Goiás,136
2012/01/01 00:00:00,Goiás,103
2013/01/01 00:00:00,Goiás,150
2014/01/01 00:00:00,Goiás,210
2015/01/01 00:00:00,Goiás,129
2016/01/01 00:00:00,Goiás,233
2017/01/01 00:00:00,Goiás,135
1998/01/01 00:00:00,Goiás,172
1999/01/01 00:00:00,Goiás,250
2000/01/01 00:00:00,Goiás,222
2001/01/01 00:00:00,Goiás,212
2002/01/01 00:00:00,Goiás,302
2003/01/01 00:00:00,Goiás,321
2004/01/01 00:00:00,Goiás,422
2005/01/01 00:00:00,Goiás,189
2006/01/01 00:00:00,Goiás,70
2007/01/01 00:00:00,Goiás,186
2008/01/01 00:00:00,Goiás,55
2009/01/01 00:00:00,Goiás,179
2010/01/01 00:00:00,Goiás,278
2011/01/01 00:00:00,Goiás,314
2012/01/01 00:00:00,Goiás,245
2013/01/01 00:00:00,Goiás,192
2014/01/01 00:00:00,Goiás,318
2015/01/01 00:00:00,Goiás,277
2016/01/01 00:00:00,Goiás,289
2017/01/01 00:00:00,Goiás,442
1998/01/01 00:00:00,Goiás,512
1999/01/01 00:00:00,Goiás,311
2000/01/01 00:00:00,Goiás,332
2001/01/01 00:00:00,Goiás,371
2002/01/01 00:00:00,Goiás,686
2003/01/01 00:00:00,Goiás,322
2004/01/01 00:00:00,Goiás,778
2005/01/01 00:00:00,Goiás,363
2006/01/01 00:00:00,Goiás,169
2007/01/01 00:00:00,Goiás,399
2008/01/01 00:00:00,Goiás,193
2009/01/01 00:00:00,Goiás,470
2010/01/01 00:00:00,Goiás,941
2011/01/01 00:00:00,Goiás,607
2012/01/01 00:00:00,Goiás,564
2013/01/01 00:00:00,Goiás,350
2014/01/01 00:00:00,Goiás,446
2015/01/01 00:00:00,Goiás,347
2016/01/01 00:00:00,Goiás,837
2017/01/01 00:00:00,Goiás,577
1998/01/01 00:00:00,Goiás,2.218
1999/01/01 00:00:00,Goiás,1.198
2000/01/01 00:00:00,Goiás,925
2001/01/01 00:00:00,Goiás,787
2002/01/01 00:00:00,Goiás,1.428
2003/01/01 00:00:00,Goiás,902
2004/01/01 00:00:00,Goiás,1.498
2005/01/01 00:00:00,Goiás,639
2006/01/01 00:00:00,Goiás,588
2007/01/01 00:00:00,Goiás,2.382
2008/01/01 00:00:00,Goiás,568
2009/01/01 00:00:00,Goiás,647
2010/01/01 00:00:00,Goiás,2.914
2011/01/01 00:00:00,Goiás,1.613
2012/01/01 00:00:00,Goiás,912
2013/01/01 00:00:00,Goiás,488
2014/01/01 00:00:00,Goiás,1.255
2015/01/01 00:00:00,Goiás,943
2016/01/01 00:00:00,Goiás,1.032
2017/01/01 00:00:00,Goiás,1.492
1998/01/01 00:00:00,Goiás,2.867
1999/01/01 00:00:00,Goiás,1.898
2000/01/01 00:00:00,Goiás,1.293
2001/01/01 00:00:00,Goiás,1.863
2002/01/01 00:00:00,Goiás,3.52
2003/01/01 00:00:00,Goiás,1.662
2004/01/01 00:00:00,Goiás,2.965
2005/01/01 00:00:00,Goiás,1.341
2006/01/01 00:00:00,Goiás,1.463
2007/01/01 00:00:00,Goiás,3.745
2008/01/01 00:00:00,Goiás,1.255
2009/01/01 00:00:00,Goiás,685
2010/01/01 00:00:00,Goiás,5.075
2011/01/01 00:00:00,Goiás,2.259
2012/01/01 00:00:00,Goiás,2.452
2013/01/01 00:00:00,Goiás,684
2014/01/01 00:00:00,Goiás,1.687
2015/01/01 00:00:00,Goiás,2.296
2016/01/01 00:00:00,Goiás,1.703
2017/01/01 00:00:00,Goiás,3.238
1998/01/01 00:00:00,Goiás,1.034
1999/01/01 00:00:00,Goiás,743
2000/01/01 00:00:00,Goiás,905
2001/01/01 00:00:00,Goiás,479
2002/01/01 00:00:00,Goiás,1.367
2003/01/01 00:00:00,Goiás,1.183
2004/01/01 00:00:00,Goiás,1.275
2005/01/01 00:00:00,Goiás,1.717
2006/01/01 00:00:00,Goiás,178
2007/01/01 00:00:00,Goiás,1.195
2008/01/01 00:00:00,Goiás,1.231
2009/01/01 00:00:00,Goiás,367
2010/01/01 00:00:00,Goiás,1.227
2011/01/01 00:00:00,Goiás,476
2012/01/01 00:00:00,Goiás,1.524
2013/01/01 00:00:00,Goiás,606
2014/01/01 00:00:00,Goiás,1.947
2015/01/01 00:00:00,Goiás,1.807
2016/01/01 00:00:00,Goiás,522
2017/01/01 00:00:00,Goiás,2.401
1998/01/01 00:00:00,Goiás,47
1999/01/01 00:00:00,Goiás,110
2000/01/01 00:00:00,Goiás,26
2001/01/01 00:00:00,Goiás,15
2002/01/01 00:00:00,Goiás,192
2003/01/01 00:00:00,Goiás,168
2004/01/01 00:00:00,Goiás,291
2005/01/01 00:00:00,Goiás,144
2006/01/01 00:00:00,Goiás,91
2007/01/01 00:00:00,Goiás,79
2008/01/01 00:00:00,Goiás,90
2009/01/01 00:00:00,Goiás,89
2010/01/01 00:00:00,Goiás,67
2011/01/01 00:00:00,Goiás,59
2012/01/01 00:00:00,Goiás,57
2013/01/01 00:00:00,Goiás,183
2014/01/01 00:00:00,Goiás,181
2015/01/01 00:00:00,Goiás,547
2016/01/01 00:00:00,Goiás,123
2017/01/01 00:00:00,Goiás,117
1998/01/01 00:00:00,Goiás,13
1999/01/01 00:00:00,Goiás,20
2000/01/01 00:00:00,Goiás,6
2001/01/01 00:00:00,Goiás,18
2002/01/01 00:00:00,Goiás,115
2003/01/01 00:00:00,Goiás,129
2004/01/01 00:00:00,Goiás,56
2005/01/01 00:00:00,Goiás,5
2006/01/01 00:00:00,Goiás,7
2007/01/01 00:00:00,Goiás,16
2008/01/01 00:00:00,Goiás,6
2009/01/01 00:00:00,Goiás,39
2010/01/01 00:00:00,Goiás,48
2011/01/01 00:00:00,Goiás,39
2012/01/01 00:00:00,Goiás,93
2013/01/01 00:00:00,Goiás,86
2014/01/01 00:00:00,Goiás,68
2015/01/01 00:00:00,Goiás,179
2016/01/01 00:00:00,Goiás,64
1998/01/01 00:00:00,Maranhão,0
1999/01/01 00:00:00,Maranhão,54
2000/01/01 00:00:00,Maranhão,19
2001/01/01 00:00:00,Maranhão,29
2002/01/01 00:00:00,Maranhão,48
2003/01/01 00:00:00,Maranhão,436
2004/01/01 00:00:00,Maranhão,241
2005/01/01 00:00:00,Maranhão,450
2006/01/01 00:00:00,Maranhão,221
2007/01/01 00:00:00,Maranhão,428
2008/01/01 00:00:00,Maranhão,121
2009/01/01 00:00:00,Maranhão,240
2010/01/01 00:00:00,Maranhão,319
2011/01/01 00:00:00,Maranhão,124
2012/01/01 00:00:00,Maranhão,326
2013/01/01 00:00:00,Maranhão,209
2014/01/01 00:00:00,Maranhão,195
2015/01/01 00:00:00,Maranhão,494
2016/01/01 00:00:00,Maranhão,412
2017/01/01 00:00:00,Maranhão,187
1998/01/01 00:00:00,Maranhão,0
1999/01/01 00:00:00,Maranhão,6
2000/01/01 00:00:00,Maranhão,11
2001/01/01 00:00:00,Maranhão,1
2002/01/01 00:00:00,Maranhão,116
2003/01/01 00:00:00,Maranhão,11
2004/01/01 00:00:00,Maranhão,22
2005/01/01 00:00:00,Maranhão,56
2006/01/01 00:00:00,Maranhão,22
2007/01/01 00:00:00,Maranhão,13
2008/01/01 00:00:00,Maranhão,45
2009/01/01 00:00:00,Maranhão,20
2010/01/01 00:00:00,Maranhão,93
2011/01/01 00:00:00,Maranhão,9
2012/01/01 00:00:00,Maranhão,46
2013/01/01 00:00:00,Maranhão,62
2014/01/01 00:00:00,Maranhão,29
2015/01/01 00:00:00,Maranhão,95
2016/01/01 00:00:00,Maranhão,318
2017/01/01 00:00:00,Maranhão,47
1998/01/01 00:00:00,Maranhão,0
1999/01/01 00:00:00,Maranhão,17
2000/01/01 00:00:00,Maranhão,6
2001/01/01 00:00:00,Maranhão,0
2002/01/01 00:00:00,Maranhão,16
2003/01/01 00:00:00,Maranhão,16
2004/01/01 00:00:00,Maranhão,18
2005/01/01 00:00:00,Maranhão,9
2006/01/01 00:00:00,Maranhão,14
2007/01/01 00:00:00,Maranhão,52
2008/01/01 00:00:00,Maranhão,4
2009/01/01 00:00:00,Maranhão,33
2010/01/01 00:00:00,Maranhão,82
2011/01/01 00:00:00,Maranhão,22
2012/01/01 00:00:00,Maranhão,49
2013/01/01 00:00:00,Maranhão,30
2014/01/01 00:00:00,Maranhão,59
2015/01/01 00:00:00,Maranhão,53
2016/01/01 00:00:00,Maranhão,113
2017/01/01 00:00:00,Maranhão,32
1998/01/01 00:00:00,Maranhão,0
1999/01/01 00:00:00,Maranhão,4
2000/01/01 00:00:00,Maranhão,6
2001/01/01 00:00:00,Maranhão,2
2002/01/01 00:00:00,Maranhão,28
2003/01/01 00:00:00,Maranhão,79
2004/01/01 00:00:00,Maranhão,44
2005/01/01 00:00:00,Maranhão,43
2006/01/01 00:00:00,Maranhão,9
2007/01/01 00:00:00,Maranhão,5
2008/01/01 00:00:00,Maranhão,26
2009/01/01 00:00:00,Maranhão,14
2010/01/01 00:00:00,Maranhão,128
2011/01/01 00:00:00,Maranhão,37
2012/01/01 00:00:00,Maranhão,97
2013/01/01 00:00:00,Maranhão,62
2014/01/01 00:00:00,Maranhão,78
2015/01/01 00:00:00,Maranhão,119
2016/01/01 00:00:00,Maranhão,113
2017/01/01 00:00:00,Maranhão,91
1998/01/01 00:00:00,Maranhão,0
1999/01/01 00:00:00,Maranhão,3
2000/01/01 00:00:00,Maranhão,28
2001/01/01 00:00:00,Maranhão,21
2002/01/01 00:00:00,Maranhão,71
2003/01/01 00:00:00,Maranhão,60
2004/01/01 00:00:00,Maranhão,145
2005/01/01 00:00:00,Maranhão,74
2006/01/01 00:00:00,Maranhão,5
2007/01/01 00:00:00,Maranhão,73
2008/01/01 00:00:00,Maranhão,26
